1539980,Feature Lighting - Docklands Drive between Harbour Esplanade and Saint Mangos Lane,1,50,Pole: Multiple Fixed,-37.813420427568225,144.94135913837505
1540378,Feature Lighting - Enterprize Park,9,5,Pole: Multiple Fixed,-37.82033237914651,144.9605358409606
1543721,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81912938029826,144.97437374143436
1544432,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,1,50,Pole: Multiple Fixed,-37.81504534160386,144.94134421456783
1346955,Feature Lighting - Docklands,1,,Canopy,-37.81761880665455,144.95121629425998
1542824,Feature Lighting -,12,,Pole: Multiple Fixed,-37.823929923837575,144.94736704843106
1542968,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82345747326811,144.9473470096636
1347352,Feature Lighting - Docklands,5,70,Inground,-37.82473841181423,144.9469515869737
1348294,Feature Lighting - Docklands,5,70,Inground,-37.824471854182505,144.94536770578716
1541814,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.8232281450734,144.94720563629005
1347291,Feature Lighting - Docklands,3,36,Parapet,-37.817535725527215,144.94981107037793
1348296,Feature Lighting - Docklands,5,70,Inground,-37.82431331754719,144.94516101581223
1540634,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.81774112847148,144.94550897411307
1543468,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822383424753596,144.94534366517277
1543347,Feature Lighting -,,,,-37.82498801452582,144.94710123643145
1346441,Feature Lighting - Docklands,,,,-37.81828901713235,144.9448057250748
1543624,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82264739199966,144.94642856874486
1487816,Feature Lighting - Docklands,,,,-37.81423593171386,144.9431195186739
1502828,Feature Lighting - Southbank,,,Stairs,-37.8200181486779,144.96703560390222
1347764,Feature Lighting - Docklands,3,21,Inground,-37.82460552527598,144.94550663602934
1347251,Feature Lighting - Docklands,1,,Bridge Beam,-37.817638300519,144.94970724210893
1540333,Feature Lighting - Enterprize Park,9,200,Pole: Multiple Fixed,-37.8201868439961,144.9599969386748
1542807,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82278621739076,144.94709398893005
1487813,Feature Lighting - Docklands,,,,-37.81427650844949,144.94319889224053
1544735,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82286203912016,144.9471574713493
1347784,Feature Lighting - Docklands,5,35,Inground,-37.815301560977,144.94060098349718
1347656,Feature Lighting - Docklands,1,50,Inground,-37.81529454953477,144.9443181972326
1542567,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82276283182407,144.94679711893744
1542274,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81847428262163,144.97379118541062
1541003,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822916843604645,144.9514889716899
1348163,Feature Lighting - Docklands,5,70,Inground,-37.82434149131626,144.94541990109929
1541524,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,3,14,Pole: Multiple Fixed,-37.8198499569466,144.9651306867434
1347548,Feature Lighting - Docklands,5,70,Inground,-37.8151510929702,144.94164414565688
1346884,Feature Lighting - Docklands,1,,Canopy,-37.817783422359206,144.95068075381164
1541688,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823066734483135,144.94726737810814
1543628,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822653959661174,144.94642956635545
1540215,Feature Lighting - Manningham Street between Church Street and Lennon Street,,14,Pole: Multiple Fixed,-37.786831808733226,144.94186587628144
1539919,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,70,Pole: Multiple Fixed,-37.818676164633594,144.9460398070764
1543400,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786906333333754,144.94168028244212
1348223,Feature Lighting - Docklands,5,70,Inground,-37.824369176030906,144.944724453934
1542816,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82386019679607,144.9473835684709
1541519,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,2,125,Pole: Multiple Fixed,-37.8198224126864,144.9649831652421
1347478,Feature Lighting - Docklands,1,,Inground,-37.81548360739128,144.93980872518534
1539593,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81534920703347,144.94107563799298
1541419,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.82023027903455,144.94636058804969
1541497,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82144433016132,144.96160224078565
1347187,Feature Lighting - Docklands,5,70,Inground,-37.82018561079434,144.94991424064915
1542162,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.819007732717196,144.9731330573479
1544298,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.810198643869754,144.9642014345647
1348359,Feature Lighting - Docklands,5,70,Inground,-37.8250965593305,144.94706239541893
1539661,Feature Lighting - Victoria Harbour Promenade between Enterprize Way and Cumberland Street,9,,Pole: Multiple Fixed,-37.819174030583085,144.9434721199795
1347985,Feature Lighting - Docklands,5,70,Inground,-37.82423879262644,144.94447347193767
1502959,Feature Lighting - Northbank,,,,-37.819320773881294,144.9645396916947
1348014,Feature Lighting - Docklands,5,70,Inground,-37.82489404717757,144.94550575745765
1487803,Feature Lighting - Docklands,,,,-37.81395785644906,144.94417650401485
1346767,Feature Lighting - Docklands,1,,Building Facade,-37.82100161218106,144.93270408805435
1348340,Feature Lighting - Docklands,1,20,Tree,-37.81316032479158,144.9420403090685
1346659,Feature Lighting - Docklands,5,70,Bridge Beam,-37.82402728932704,144.94792296753724
1540453,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.81982688252807,144.9519120839714
1541948,Feature Lighting -,,,Pole: Multiple Fixed,-37.8239269472126,144.95199487545548
1539792,Feature Lighting - Southbank Promenade between Riverside Avenue and Southgate Avenue,13,70,Pole: Multiple Fixed,-37.820080143941674,144.96550138849997
1544249,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82386564361044,144.9471638448484
1544745,Feature Lighting - Lorimer Street between Montague Street and Westgate Freeway,13,70,Pole: Multiple Fixed,-37.825127348204546,144.94733970762857
1541421,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.820208031838945,144.94633376596312
1543216,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.78693620331096,144.94148504967606
1540246,Feature Lighting - Melbourne - Clifton Hill Railway,,,Pole: Multiple Fixed,-37.81657317361636,144.98513057824016
1544228,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81901514856352,144.97306466101853
1347958,Feature Lighting - Docklands,1,50,Inground,-37.82509782528123,144.94624261091172
1544321,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81923678558,144.97440708173488
1541635,Feature Lighting - Lonsdale Street between Russell Street and Swanston Street,9,,Pole: Multiple Fixed,-37.810950497409095,144.966807067381
1346643,Feature Lighting - Docklands,3,36,Parapet,-37.817777816446934,144.9492066433615
1540270,Feature Lighting - Intersection of Market Street and Flinders Street,13,100,Pole: Multiple Fixed,-37.819435732132504,144.9610081314698
1540562,Feature Lighting -,9,10,Pole: Multiple Fixed,-37.82394834176352,144.94743258977192
1541092,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,9,,Pole: Multiple Fixed,-37.815530674711304,144.93999436495656
1542583,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82273867577946,144.9468051891951
1542613,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82267674400592,144.9462176123851
1541850,Feature Lighting -,,,Pole: Multiple Fixed,-37.82379906807938,144.95211501078273
1542308,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.81031345201958,144.96403599091573
1347697,Feature Lighting - Docklands,5,70,Inground,-37.82476008587554,144.94709272683298
1347084,Feature Lighting - Docklands,1,,Inground,-37.81447374650833,144.94287566280016
1544806,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.814607225397516,144.9426712465937
1543839,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.8108318307013,144.96705114839472
1348384,Feature Lighting - Docklands,5,70,Inground,-37.8193483179776,144.95358428216002
1541827,Feature Lighting -,,,Pole: Multiple Fixed,-37.82351068026162,144.95198073175612
1544433,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.81479439228772,144.94172207434568
1541998,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.809756404930695,144.97353672980242
1347724,Feature Lighting - Docklands,3,36,Parapet,-37.81759956127619,144.95031192569007
1544778,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,,,,-37.82465928003731,144.94568635372752
1541772,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823758570396,144.94741336188986
1543712,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81084030688054,144.96726036069504
1541597,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.810847723546665,144.96705919502588
1540312,Feature Lighting - Intersection of Flinders Street and Queens Bridge,,100,Pole: Multiple Fixed,-37.81990398617395,144.96066212649967
1544796,Feature Lighting - Waterview Walk between Bourke Street and Batmans Hill Drive,1,,,-37.81918674170921,144.9470372867705
1540012,Feature Lighting - Aquitania Way between Caravel Lane and Newquay Promenade,13,70,Pole: Multiple Fixed,-37.81413754834111,144.94266690590223
1539763,Feature Lighting -,,,,-37.81961936116703,144.9651513068309
1540230,Feature Lighting - Birrarung Marr,,35,Pole: Multiple Fixed,-37.81853682442819,144.97386597093472
1540983,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.82294438667979,144.95166465637507
1543173,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786870253272525,144.94174547541766
1544623,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81820382353748,144.97355236055938
1542582,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822740185549094,144.94680468479942
1347971,Feature Lighting - Docklands,5,35,Inground,-37.817239108231455,144.9454493609739
1347235,Feature Lighting - Docklands,1,50,Inground,-37.82498799690769,144.94710125967595
1544385,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82318763548055,144.94730168255742
1542815,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82385159743587,144.9473864468834
1539826,Feature Lighting - Aquitania Way between Caravel Lane and Newquay Promenade,13,70,Pole: Multiple Fixed,-37.81404962356246,144.94253451072436
1542793,Feature Lighting -,12,,Pole: Multiple Fixed,-37.822916134493184,144.9471333432418
1540525,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.8198587663064,144.95104088905612
1541509,Feature Lighting - Flinders Walk between Banana Alley and Southbank Pedestrian Bridge,13,14,Pole: Multiple Fixed,-37.819271524676545,144.96514812110232
1543177,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78691354935944,144.941667243839
1539417,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.82439769083833,144.94593548369195
1544271,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818545455962095,144.9738540343366
1346711,Feature Lighting - Docklands,5,70,Inground,-37.815308679242825,144.94525884608635
1540838,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82178221118155,144.96911675662327
1539257,Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street,13,70,Pole: Multiple Fixed,-37.824056502165654,144.94818339198966
1348321,Feature Lighting - Docklands,1,,Building Facade,-37.8212452112903,144.93222395586278
1539964,Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.815002196569424,144.9412474938556
1502914,Feature Lighting - Southbank Pedestrian Bridge,,,Inground,-37.81954778546085,144.9651656553162
1541973,Feature Lighting - South Wharf Promenade,,,Pole: Multiple Fixed,-37.824214642303104,144.95212790751597
1543189,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.787065085095605,144.94139343259639
1539334,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81480014675105,144.94214925962876
1544602,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.815198004243875,144.94427785275346
1346368,Feature Lighting - Docklands,,,,-37.81856931402345,144.94428557933767
1539884,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81469299931494,144.94236079555188
1346637,Feature Lighting - Docklands,5,70,Inground,-37.81534226868299,144.94512318975737
1347990,Feature Lighting - Docklands,1,,Inground,-37.81487671916843,144.94105742487199
1539385,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,,,,-37.819786401815506,144.9651178640167
1541492,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82139242087941,144.96160224078687
1542194,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818168170348294,144.97344980600306
1347502,Feature Lighting - Docklands,1,20,Bollard,-37.82390397926762,144.94744408925465
1540091,Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way,9,,Pole: Multiple Fixed,-37.8151923409826,144.94101024864628
1539869,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81482584271304,144.9419437338526
1541240,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81117193742885,144.96990635989337
1544266,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81896579889063,144.9741683760561
1541011,Feature Lighting - Spencer Street Railway,3,,Pole: Multiple Fixed,-37.81805637839071,144.9507406353725
1348375,Feature Lighting - Docklands,5,70,Inground,-37.823423573114894,144.9430549118168
1487783,Feature Lighting - Docklands,,,,-37.81510764858895,144.9415643098521
1544839,Feature Lighting - Riverside Quay Reserve,9,,Pole: Multiple Fixed,-37.820940067022875,144.9643769860117
1347253,Feature Lighting - Docklands,1,500,Building Facade,-37.81683735786516,144.94346206661976
1542480,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.819270538010045,144.97449902872663
1502798,Feature Lighting - Southbank,,70,Pole: Multiple Fixed,-37.81990097052859,144.96667403839004
1543574,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82262327109075,144.94635523637004
1543132,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.823951426551346,144.9473173861738
1347282,Feature Lighting - Docklands,1,,Canopy,-37.817351293275486,144.95253842092973
1346578,Feature Lighting - Docklands,3,36,Parapet,-37.81762513588933,144.9488934262576
1346980,Feature Lighting - Docklands,1,,Bridge Beam,-37.82106550781638,144.9544603924498
1346820,Feature Lighting - Docklands,1,,Canopy,-37.81765569973253,144.9510888376545
1544848,Feature Lighting - Swanston Street between Flinders Lane and Collins Street,13,14,Pole: Multiple Fixed,-37.816355987533846,144.9671128392046
1347038,Feature Lighting - Docklands,1,,Inground,-37.824797229064174,144.94733960725094
1347542,Feature Lighting - Docklands,5,70,Inground,-37.814049614555685,144.9425345110085
1487645,Feature Lighting - Docklands,,,,-37.82019782301921,144.94484499756217
1541852,Feature Lighting -,,,Pole: Multiple Fixed,-37.823819667204084,144.95212460218414
1540398,Feature Lighting -,9,200,Pole: Multiple Fixed,-37.82056814945794,144.95923545056726
1346556,Feature Lighting - Docklands,5,70,Inground,-37.81864696472549,144.94603194879127
1541757,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823897556291946,144.94729493879282
1539499,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,10,14,Pole: Multiple Fixed,-37.824645650360864,144.94550949952216
1539662,Feature Lighting - Merchant Street between Bourke Street and Victoria Harbour Promenade,9,,Pole: Multiple Fixed,-37.81919292454653,144.94348068371195
1541389,Feature Lighting - Flinders Lane between Russell Street and Swanston Street,13,14,Pole: Multiple Fixed,-37.81637929533298,144.96714100239535
1544387,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82291119938409,144.94711222381818
1539273,Feature Lighting -,3,14,Pole: Multiple Fixed,-37.82388886515929,144.94363162388632
1541263,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81177056386356,144.96785178778902
1542626,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822708036664196,144.94636670333333
1346924,Feature Lighting - Docklands,3,36,Parapet,-37.81792231955964,144.95048863139044
1539871,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.814710311707465,144.94237167434997
1540285,Feature Lighting - Intersection of Flinders Street and Queens Bridge,13,100,Pole: Multiple Fixed,-37.819499296234625,144.96104031797452
1539770,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.814271332370026,144.9433971252007
1347320,Feature Lighting - Docklands,3,36,Parapet,-37.81755525454301,144.94960616442282
1539650,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.8142788046286,144.94321096376748
1487732,Feature Lighting - Docklands,,,,-37.81839938240213,144.94475282732455
1544350,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82149080888628,144.96962334613568
1540078,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,3,,Pole: Multiple Fixed,-37.81838436464127,144.9448571328722
1539474,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,13,70,Pole: Multiple Fixed,-37.824716651719044,144.94678485310428
1543862,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.80981573918134,144.9734964966771
1347098,Feature Lighting - Docklands,5,150,Parapet,-37.81779746574225,144.94900146062383
1487784,Feature Lighting - Docklands,,,,-37.81511097751547,144.94164720128614
1544649,Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street,13,70,Pole: Multiple Fixed,-37.824039454277674,144.94804287480014
1544099,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81087421163894,144.96730595825704
1487710,Feature Lighting - Docklands,,,,-37.81879428710531,144.94294508266958
1502859,Feature Lighting - Southbank,,125,Wall,-37.820365606748936,144.96413893403317
1543853,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.815533853072665,144.9670967459541
1539880,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.81468767545282,144.94173651154017
1541141,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,9,,Pole: Multiple Fixed,-37.818057437833204,144.94567528365027
1543710,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81091871169121,144.96726170180017
1540547,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.81816270949049,144.94509139043672
1544590,Feature Lighting - Lower Promenade,9,,Pole: Multiple Fixed,-37.81971329486634,144.9677632748902
1544389,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82383800455783,144.94717013965743
1544344,Feature Lighting - Birrarung Marr,13,35,Pole: Multiple Fixed,-37.81868673146763,144.9722948670277
1346738,Feature Lighting - Docklands,3,36,Parapet,-37.81773412804793,144.94964754067786
1544516,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82300078848048,144.9472486666205
1541370,Feature Lighting - Heffernan Lane between Lonsdale Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.81125678488119,144.9665016430923
1347414,Feature Lighting - Docklands,3,18,Wall,-37.82249971122833,144.95082356884433
1346601,Feature Lighting - Docklands,3,36,Parapet,-37.817765524827934,144.94933343158115
1544583,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822761118740694,144.951647222018
1539816,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,25,Building Eve,-37.8147766492236,144.94198042816933
1543526,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82241991516144,144.94540069508125
1539532,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.81844846898176,144.94434267423634
1603045,Feature Lighting - Little Bourke Street between Russell Street and Swanston Street,9,3,Guy Wire (Catenary),-37.81222577383676,144.96636057950943
1544049,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82243832344354,144.94540349099728
1346933,Feature Lighting - Docklands,3,36,Parapet,-37.81770929583168,144.94990240736456
1346919,Feature Lighting - Docklands,3,36,Parapet,-37.817745797161024,144.94952328034145
1346873,Feature Lighting - Docklands,1,,Bridge Beam,-37.81424529096504,144.94741321698473
1542170,Feature Lighting -,9,,Pole: Multiple Fixed,-37.81904375252945,144.97298687695638
1487888,Feature Lighting - Docklands,,,,-37.819231226933304,144.9433495258587
1542740,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82346463402846,144.9472793407017
1543446,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82247448337971,144.94525398603258
1542307,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.81039889360599,144.96409585517216
1542704,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.813007334220906,144.96529816906542
1544536,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82360041563183,144.947351451286
1673047,Feature Lighting - Fitzroy Gardens,9,,,-37.812054837673585,144.98000315462218
1347553,Feature Lighting - Docklands,1,20,Tree,-37.81312032248965,144.94214399404467
1348039,Feature Lighting - Docklands,3,21,Inground,-37.8245878650036,144.94545411526448
1540744,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.82096125459987,144.96158614752696
1541449,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81713997322047,144.94513615964624
1503027,Feature Lighting - Southbank,,70,Guy Wire (Catenary),-37.82136692647137,144.96194734492522
1544815,Feature Lighting - Merchant Street between Bourke Street and Victoria Harbour Promenade,9,,Pole: Multiple Fixed,-37.819184004278235,144.943511717432
1544682,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.80243037881315,144.96321290729384
1540975,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822804552238686,144.95161503550824
1348280,Feature Lighting - Docklands,1,,Inground,-37.815040717765974,144.94114109789805
1346999,Feature Lighting - Docklands,5,35,Inground,-37.82394715220879,144.9476517751709
1543111,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82387421490693,144.9472070476645
1487846,Feature Lighting - Docklands,,,,-37.81414004117779,144.9438809258997
1542489,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.8193701787587,144.97458746710478
1540648,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,1,50,Pole: Multiple Fixed,-37.81818883606241,144.94504965609786
1539521,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,9,,Pole: Multiple Fixed,-37.811669147145665,144.9681085802788
1542295,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81873050662899,144.9740174421098
1346491,Feature Lighting - Docklands,5,70,Inground,-37.81636037847137,144.94540104567693
1540680,Feature Lighting - Lower Promenade,9,,Pole: Multiple Fixed,-37.81973024514629,144.967470914107
